@relation "cora-ATVYOall"

@attribute author string
@attribute year string
@attribute title string
@attribute venue string
@attribute other string
@attribute all string
@attribute class {'aha1987', 'aha1989', 'aha1990', 'aha1991', 'aha1992', 'ahlskog1994a', 'asfahl1992a', 'auer1995a', 'benford1993a', 'benford1994a', 'benford1995a', 'benford1995b', 'blum1993', 'blum1994', 'brodley1992', 'brodley1992b', 'brodley1994', 'brodley1995', 'brown1992a', 'buth1992a', 'callan1991', 'callan1991aaai', 'cardie1993', 'carlson1993a', 'caruana1993', 'cesa-bianchi1993', 'cesa-bianchi1994', 'cesa-bianchi1994b', 'cesa-bianchi1996', 'cesa-bianchi1997', 'chapman1987', 'chapman1991', 'cheng1996', 'clark1993', 'cleeremans1989', 'clouse1992', 'cohen1998', 'conery1981', 'conery1983', 'conery1985', 'conery1985a', 'conery19xx', 'connel1987', 'connell1987', 'cramer1985a', 'craven1993', 'daelemans1995a', 'danyluk1993', 'dasarathy1991', 'datta1992', 'datta1995', 'deb1989a', 'dempster1977a', 'dietterich1996', 'dill1997a', 'dill1997b', 'draper1994', 'drucker1992', 'drucker1993', 'druker1992', 'dutta1988a', 'ehrenfeucht1988', 'ehrenfeucht1989', 'fahle1981a', 'fahle1991a', 'fahle1992a', 'fahle1993a', 'fahle1995a', 'fahle1997a', 'fahlen1993a', 'fahlman1974a', 'fahlman1979a', 'fahlman1980a', 'fahlman1981a', 'fahlman1981b', 'fahlman1985a', 'fahlman1987a', 'fahlman1988a', 'fahlman1988b', 'fahlman1990a', 'fahlman1990b', 'fahlman1991a', 'fahlman1991b', 'fahlman1991c', 'fahlman1993a', 'fahlman1993b', 'fahlman1996a', 'fahln1993a', 'fawcett1991', 'fawcett1992', 'fayyad1993', 'feder1995', 'forchheimer1983a', 'frankel1994a', 'freund0000a', 'freund1990', 'freund1992a', 'freund1992b', 'freund1992c', 'freund1993a', 'freund1993b', 'freund1993c', 'freund1995a', 'freund1995b', 'freund1995c', 'freund1995d', 'freund1995e', 'freund1995f', 'freund1996a', 'freund1996b', 'freund1996c', 'freund1996d', 'freund1996e', 'freund1997a', 'freund1997b', 'freund1997c', 'freund1997d', 'goldman1989', 'goldman1990', 'goldman1990a', 'goldman1990c', 'goldman1991', 'goldman1993', 'goldman1993a', 'goldman1995', 'hall1989', 'hampson1993', 'hampson1995', 'haussler1988', 'haussler1991', 'haussler1991c', 'haussler1991p', 'haussler1992', 'haussler1994', 'haussler1994a', 'haussler1996', 'helmbold1995', 'helmbold1995a', 'helmbold1996', 'helmbold1996a', 'helmbold1997', 'helmbold1997c', 'hendren1992a', 'herzog1995a', 'hoehfeld1992a', 'hu1996', 'huffman1993', 'johnson1982', 'jordan1993', 'kaelbling1993', 'kautz1993', 'kautz1995', 'kearns1987', 'kearns1987b', 'kearns1988', 'kearns1988a', 'kearns1988b', 'kearns1989', 'kearns1989a', 'kearns1990', 'kearns1990b', 'kearns1990c', 'kearns1992a', 'kearns1992c', 'kearns1993a', 'kearns1993b', 'kearns1993c', 'kearns1994a', 'kearns1994b', 'kearns1994c', 'kearns1994cryp', 'kearns1994d', 'kearns1994e', 'kearns1995a', 'kearns1995b', 'kearns1996a', 'kearns1996b', 'kearns1997a', 'kearns1997b', 'kearns1997c', 'kearns1998', 'kearns1999a', 'kearns1999b', 'kelly1991andjunk', 'kibler1978', 'kibler1981', 'kibler1983', 'kibler1985', 'kibler1988', 'kibler1988a', 'kibler1989', 'kibler1993', 'knoop1992a', 'knopp1992a', 'kriegel1993a', 'langendoen1992a', 'langley1986', 'lewis1996', 'littlestone', 'mccallum1993', 'mcdonald1987a', 'mehra1998', 'minton1992', 'mitchell1981', 'mitchell1983', 'mitchell1983ijcai', 'mitchell1993', 'mitchell1993ebl', 'mladenic', 'mladenic1993', 'moss1997', 'musick1992', 'nilsson1994', 'norvig1992', 'ortega1995andjunk', 'ourston1994', 'pazzani1990', 'pazzani1992', 'pfahler1997a', 'poggio1992a', 'poggio1992b', 'pope1992a', 'porter1986', 'quinlan1993', 'ragavan1993', 'rivest1987', 'rivest1987d', 'rivest1989', 'rivest1992', 'rivest1993', 'rivest1994', 'ruby1989', 'ruby1991', 'ruby1991a', 'ruby1992', 'rudy1992', 'rymon1993', 'safford1993', 'schapire', 'schapire1988', 'schapire1989', 'schapire1990', 'schapire1990[', 'schapire1990e', 'schapire1991', 'schapire1991l', 'schapire1992', 'schapire1992a', 'schapire1993', 'schapire1994', 'schapire1996', 'schapire1996p', 'schapire1997', 'schapire1997u', 'schapire1997um', 'schapire1998', 'schapire1998mm', 'schmill1998', 'schwartz1993', 'shapiro1980a', 'skiblics1996', 'sklansky1976', 'standish1976', 'steele1984a', 'steele1990a', 'stone1977', 'sudholt1992a', 'thrun1991a', 'torgo1990', 'torgo1995', 'utgoff1982aaai', 'utgoff1983', 'utgoff1984phd', 'utgoff1986book', 'utgoff1986mlii', 'utgoff1987', 'utgoff1988aaai', 'utgoff1988iid', 'utgoff1988pt', 'utgoff1989', 'utgoff1989mlw', 'utgoff1989pt', 'utgoff1989rp', 'utgoff1990', 'utgoff1991aaai', 'utgoff1991lmdt', 'utgoff1991mdt', 'utgoff1994', 'utgoff1995', 'utgoff1996', 'utgoff1996ks', 'utgoff1996mlii', 'utgoff1996va', 'utgoff1997', 'utgoff1997fa', 'utgoff1998', 'vitek1992a', 'walter1987a', 'webber1994', 'weber1994', 'weiss1993a', 'white1994a', 'wholey1984a', 'yee1990', 'zheng1993'}


@data
"C. Ray Asfahl.", "1992.", "Robots and Manufacturing Automation.", "", "John Wiley and Sons, New York, second edition, ", "C. Ray Asfahl. Robots and Manufacturing Automation. John Wiley and Sons, New York, second edition, 1992.", 'asfahl1992a'
"Steve Benford and Lennart E. Fahlen.", "1993.", "A spatial model of interaction in large virtual environments.", "In Proceedings of ECSCW'93,", "Milan, September ", "Steve Benford and Lennart E. Fahlen. A spatial model of interaction in large virtual environments. In Proceedings of ECSCW'93, Milan, September 1993.", 'benford1993a'
"Benford, S., and Fahln, L.", "(1994), 1994,", "Viewpoints, Actionpoints and Spatial Frames for Collaborative User Interfaces,", "6th ERCIM workshop,", "June Stockholm. ", "Benford, S., and Fahln, L. (1994), Viewpoints, Actionpoints and Spatial Frames for Collaborative User Interfaces, 6th ERCIM workshop, June 1994, Stockholm.", 'benford1994a'
"Benford, S., Bowers, J., Fahln, L., Greenhalgh, C., and Snowdon, D.,", "1995,", "User Embodiment in Collaborative Virtual Environments,", "in Proc. ACM Conference on Human Factors in Computing Systems (CHI95),", "May 7-11, Denver, Colorado, USA. ", "Benford, S., Bowers, J., Fahln, L., Greenhalgh, C., and Snowdon, D., User Embodiment in Collaborative Virtual Environments, in Proc. ACM Conference on Human Factors in Computing Systems (CHI95), May 7-11, 1995, Denver, Colorado, USA.", 'benford1995a'
"Benford, S., Bowers, J., Fahlen, L.E., Greenhalgh, C., Snowdon, D.", "(1995).", "User Embodiment in Collaborative Virtual Environments.", "In Proceedings of CHI95,", "242-249. ", "Benford, S., Bowers, J., Fahlen, L.E., Greenhalgh, C., Snowdon, D. (1995). User Embodiment in Collaborative Virtual Environments. In Proceedings of CHI95, 242-249.", 'benford1995a'
"Benford, S., Bowers, J., Fahlen, L.E., Greenhalgh, C., Snowdon, D.", "", "User Embodiment in Collaborative Virtual Environments.", "In Proceedings of CHI95,", "242 249. ", "Benford, S., Bowers, J., Fahlen, L.E., Greenhalgh, C., Snowdon, D. User Embodiment in Collaborative Virtual Environments. In Proceedings of CHI95, 242 249.", 'benford1995a'
"Steve Benford, John Bowers, Lennart Fahlen, Chris Greenhalg, John Mariani, and Tom Rodden.", "1995.", "Networked Virtual realitty and Cooperative Work.", "Presence,", "4(4) 364-386, ", "Steve Benford, John Bowers, Lennart Fahlen, Chris Greenhalg, John Mariani, and Tom Rodden. Networked Virtual realitty and Cooperative Work. Presence, 4(4) 364-386, 1995.", 'benford1995b'
"Brown, D. F., Moura, H. & Watt, D. A.", "(1992b),", "Actress: an action semantics directed compiler generator,", "`Proceedings of the International Workshop on Compiler Construction (CC-92)',", "in U. Kas-tens & P. Pfahler, eds, Vol. 641 of Lecture Notes in Computer Science, Springer-Verlag, Paderborn, Germany, pp. 95-109. ", "Brown, D. F., Moura, H. & Watt, D. A. (1992b), Actress: an action semantics directed compiler generator, in U. Kas-tens & P. Pfahler, eds, `Proceedings of the International Workshop on Compiler Construction (CC-92)', Vol. 641 of Lecture Notes in Computer Science, Springer-Verlag, Paderborn, Germany, pp. 95-109.", 'brown1992a'
"D. F. Brown, H. Moura, and D. A. Watt. Actress:", "1992.", "an action semantics directed compiler generator.", "Proceedings of the 4th International Conference on Compiler Construction (CC'92),", "In U. Kastens and P. Pfahler, editors, volume 641 of Lecture Notes in Computer Science, pages 95-109, Paderborn, FRG, October Springer-Verlag. ", "D. F. Brown, H. Moura, and D. A. Watt. Actress: an action semantics directed compiler generator. In U. Kastens and P. Pfahler, editors, Proceedings of the 4th International Conference on Compiler Construction (CC'92), volume 641 of Lecture Notes in Computer Science, pages 95-109, Paderborn, FRG, October 1992. Springer-Verlag.", 'brown1992a'
"B. Buth, K.-H. Buth, M. Franzle, B. v. Karger, Y. Lakhneche, H. Langmaack, and M. Muller-Olm.", "1992.", "Provably correct compiler development and implementation.", "Compiler Construction,", "In U. Kastens and P. Pfahler, editors, volume 641 of Lecture Notes in Computer Science. Springer-Verlag, ", "B. Buth, K.-H. Buth, M. Franzle, B. v. Karger, Y. Lakhneche, H. Langmaack, and M. Muller-Olm. Provably correct compiler development and implementation. In U. Kastens and P. Pfahler, editors, Compiler Construction, volume 641 of Lecture Notes in Computer Science. Springer-Verlag, 1992.", 'buth1992a'
"B. Buth et. al.,", "1992,", "Provably Correct Compiler Implementation,", "Compiler Construction,", "in U. Karstens and P. Pfahler (eds.) Springer Verlag, LNCS 641, pp. 141-155. ", "B. Buth et. al., 1992, Provably Correct Compiler Implementation, in U. Karstens and P. Pfahler (eds.) Compiler Construction, Springer Verlag, LNCS 641, pp. 141-155.", 'buth1992a'
"Bettina Buth, Karl-Heinz Buth, Martin Franzle, Burghard von Karger, Yassine Lakhneche, Hans Langmaack, and Markus Muller-Olm.", "1992.", "Provably correct compiler development and implementation.", "Compiler Construction, number 641 in Lecture Notes in Computer Science,", "In U. Kastens and P. Pfahler, editors, pages 141-155. Springer-Verlag, ", "Bettina Buth, Karl-Heinz Buth, Martin Franzle, Burghard von Karger, Yassine Lakhneche, Hans Langmaack, and Markus Muller-Olm. Provably correct compiler development and implementation. In U. Kastens and P. Pfahler, editors, Compiler Construction, number 641 in Lecture Notes in Computer Science, pages 141-155. Springer-Verlag, 1992.", 'buth1992a'
"Carlson, C.; L.E.Fahln.", "1993.", "Integrated CSCW Tools Within a Shared 3D Virtual Environment.", "In Proceedings of InterCHI93 (Amsterdam). ACM,", "NY: 513 ", "Carlson, C.; L.E.Fahln. 1993. Integrated CSCW Tools Within a Shared 3D Virtual Environment. In Proceedings of InterCHI93 (Amsterdam). ACM, NY: 513", 'carlson1993a'
"Cramer, N. L.", "(1985).", "A representation for the adaptive generation of simple sequential programs.", "Proceedings of an International Conference on Genetic Algorithms and Their Applications,", "In Grefenstette, J., editor, pages 183-187, Hillsdale, NJ. ", "Cramer, N. L. (1985). A representation for the adaptive generation of simple sequential programs. In Grefenstette, J., editor, Proceedings of an International Conference on Genetic Algorithms and Their Applications, pages 183-187, Hillsdale, NJ. Lawrence Erlbaum Associates.", 'cramer1985a'
"Daelemans, W., Van den Bosch, A., and Weijters, T.", "(1995).", "", "", "", "Daelemans, W., Van den Bosch, A., and Weijters, T. (1995). IG-tree: A variant of IBL. submitted. Available from request to antal@cs.rulimburg.nl", 'daelemans1995a'
"Deb, K. and D. Goldberg (1989).", "", "An investigation of niche and species formation in genetic function op-timization.", "Proceedings of the Third International Conference on Genetic Algorithms,", "In J. Schaffer (Ed.), pp. 42-50. Morgan Kaufmann. ", "Deb, K. and D. Goldberg (1989). An investigation of niche and species formation in genetic function op-timization. In J. Schaffer (Ed.), Proceedings of the Third International Conference on Genetic Algorithms, pp. 42-50. Morgan Kaufmann.", 'deb1989a'
"Deb, K. and D. Goldberg", "(1989).", "An investigation of niche and species formation in genetic function optimization.", "Proceedings of the Third International Conference on Genetic Algorithms,", "In J. Schaffer (Ed.), pp. 42-50. Morgan Kaufmann. ", "Deb, K. and D. Goldberg (1989). An investigation of niche and species formation in genetic function optimization. In J. Schaffer (Ed.), Proceedings of the Third International Conference on Genetic Algorithms, pp. 42-50. Morgan Kaufmann.", 'deb1989a'
"Dempster, A., Laird, N., and Rubin, D.", "(1977).", "Maximum likelihood from incomplete data via the EM algorithm.", "Journal of the Royal Statistical Society B,", "39 1-38. ", "Dempster, A., Laird, N., and Rubin, D. (1977). Maximum likelihood from incomplete data via the EM algorithm. Journal of the Royal Statistical Society B, 39 1-38.", 'dempster1977a'
"M. Dill and M. Fahle", "(1997a)", "Limited Translation Invari-ance of Human Visual Pattern Recognition.", "Perception & Psychophysics (in press).", "", "M. Dill and M. Fahle (1997a) Limited Translation Invari-ance of Human Visual Pattern Recognition. Perception & Psychophysics (in press).", 'dill1997a'
"M. Dill and M. Fahle", "(1997b)", "The Role of Visual Field Position in Pattern-Discrimination Learning.", "Proceedings of the Royal Society London B (in press).", "", "M. Dill and M. Fahle (1997b) The Role of Visual Field Position in Pattern-Discrimination Learning. Proceedings of the Royal Society London B (in press).", 'dill1997b'
"M. Dill and M. Fahle", "(1997b)", "The Role of Visual Field Position in Pattern-Discrimination Learning.", "Proceedings of the Royal Society London B (in press).", "", "M. Dill and M. Fahle(1997b) The Role of Visual Field Position in Pattern-Discrimination Learning. Proceedings of the Royal Society London B (in press).", 'dill1997b'
"Dutta, S. and Shekhar, S.", "1988.", "Bond rating: A non-conservative application of neural networks.", "In International Joint Conference on Neural Networks, TR91-008", "volume 2, pages 443-450. Computer and Information Sciences, University of Florida ", "Dutta, S. and Shekhar, S. 1988. Bond rating: A non-conservative application of neural networks. In International Joint Conference on Neural Networks, volume 2, pages 443-450. TR91-008 Computer and Information Sciences, University of Florida", 'dutta1988a'
"M. Fahle and T. Poggio.", "1981.", "Visual hyperacuity: spatiotemporal interpolation in human vision.", "Proceedings of the Royal Society of London, B,", "213 451-477, ", "M. Fahle and T. Poggio. Visual hyperacuity: spatiotemporal interpolation in human vision. Proceedings of the Royal Society of London, B, 213 451-477, 1981.", 'fahle1981a'
"Fahle, M.", "", "(1991) Parallel perception of vernier offsets, curvature, and chevrons in humans.", "Vis. Res.,", "31: 2149-2184. ", "Fahle, M. (1991) Parallel perception of vernier offsets, curvature, and chevrons in humans. Vis. Res., 31: 2149-2184.", 'fahle1991a'
"Fahle, M. W. and Edelman, S.", "(1992).", "Learning in hyperacuity: influence of stimulus range and of feedback.", "Vision Research.", "in press. ", "Fahle, M. W. and Edelman, S. (1992). Learning in hyperacuity: influence of stimulus range and of feedback. Vision Research. in press.", 'fahle1992a'
"M Fahle and S Edelman.", "1993.", "Long-term learning in Vernier acuity: effects of stimulus orientation, range and of feedback.", "Vision Research,", "33(3) 397-412, ", "M Fahle and S Edelman. Long-term learning in Vernier acuity: effects of stimulus orientation, range and of feedback. Vision Research, 33(3) 397-412, 1993.", 'fahle1993a'
"Fahle, M. & Edelman, S.", "(1993).", "Long-term learning in vernier acuity: Effects of stimulus orientation, range and of feedback.", "Vision Research,", "33, 397-412. ", "Fahle, M. & Edelman, S. (1993). Long-term learning in vernier acuity: Effects of stimulus orientation, range and of feedback. Vision Research, 33, 397-412.", 'fahle1993a'
"Fahle, M. & Edelman, S.", "(1993)", "Long-term learning in vernier acuity: Effects of stimulus orientation, range and of feedback.", "Vision Research,", "33, 397-412. ", "Fahle, M. & Edelman, S. (1993) Long-term learning in vernier acuity: Effects of stimulus orientation, range and of feedback. Vision Research, 33, 397-412.", 'fahle1993a'
"Fahle, M., Edelman, S., and Poggio, T.", "(1995).", "Fast perceptual learning in hyperacuity.", "Vision Research,", "35 3003-3013. ", "Fahle, M., Edelman, S., and Poggio, T. (1995). Fast perceptual learning in hyperacuity. Vision Research, 35 3003-3013.", 'fahle1995a'
"Fahle, M., Edelman, S., & Poggio, T.", "(1995)", "Fast perceptual learning in hyperacuity.", "Vision Research,", "35, 3003-3013. ", "Fahle, M., Edelman, S., & Poggio, T. (1995) Fast perceptual learning in hyperacuity. Vision Research, 35, 3003-3013.", 'fahle1995a'
"Fahle, M.", "(1997).", "Specificity of learning curvature, orientation, and vernier discriminations.", "Vision Research,", "37(14), 1885-1895. 66 ", "Fahle, M. (1997). Specificity of learning curvature, orientation, and vernier discriminations. Vision Research, 37(14), 1885-1895. 66", 'fahle1997a'
"Fahle, M.", "(1997)", "Specificity of learning curvature, orientation, and vernier discriminations.", "Vision Research,", "37(14), 1885-1895. ", "Fahle, M. (1997) Specificity of learning curvature, orientation, and vernier discriminations. Vision Research, 37(14), 1885-1895.", 'fahle1997a'
"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.", "1993.", "A space based model for user interaction in shared synthetic environments.", "In Proceedings of Interchi '93,", "pages 4348, April ", "Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson. A space based model for user interaction in shared synthetic environments. In Proceedings of Interchi '93, pages 4348, April 1993.", 'fahlen1993a'
"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.", "1993.", "A space based model for user interaction in shared synthetic environments.", "In Proceedings of Interchi '93,", "pages 43-48, April ", "Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson. A space based model for user interaction in shared synthetic environments. In Proceedings of Interchi '93, pages 43-48, April 1993.", 'fahlen1993a'
"S. Fahlman,", "1974.", "\"A planning system for robot construction tasks,\"", "Artificial Intelligence,", "vol. 5, pp. 1-49, ", "S. Fahlman, \"A planning system for robot construction tasks,\" Artificial Intelligence, vol. 5, pp. 1-49, 1974.", 'fahlman1974a'
"Scott Elliott Fahlman.", "1974.", "A planning system for robot construction tasks.", "Artificial Intelligence,", "5(1) 1-49, ", "Scott Elliott Fahlman. A planning system for robot construction tasks. Artificial Intelligence, 5(1) 1-49, 1974.", 'fahlman1974a'
"Fahlman, S. E.", "(1974).", "A Planning System for Robot Construction Tasks.", "Artificial Intelligence,", "5 (1), 1-49. ", "Fahlman, S. E. (1974). A Planning System for Robot Construction Tasks. Artificial Intelligence, 5 (1), 1-49.", 'fahlman1974a'
"Fahlman, S.E.", "1974.", "A Planning System for Robot Construction Tasks.", "Artificial Intelligence,", "5(1) 1-49. ", "Fahlman, S.E. 1974. A Planning System for Robot Construction Tasks. Artificial Intelligence, 5(1) 1-49.", 'fahlman1974a'
"S. E. Fahlman.", "1974.", "A planning system for robot construction tasks.", "Artificial Intelligence,", "5 1-49, ", "S. E. Fahlman. A planning system for robot construction tasks. Artificial Intelligence, 5 1-49, 1974.", 'fahlman1974a'
"S.E. Fahlman.", "1974.", "A planning system for robot construction tasks.", "Artificial Intelligence,", "5 1-49, ", "S.E. Fahlman. A planning system for robot construction tasks. Artificial Intelligence, 5 1-49, 1974.", 'fahlman1974a'
"S Fahlman.", "1974.", "A planning system for robot construction tasks.", "Artificial Intelligence,", "5 1-49, ", "S Fahlman. A planning system for robot construction tasks. Artificial Intelligence, 5 1-49, 1974.", 'fahlman1974a'
"S. F. Fahlman.", "1974.", "A planning system for robot construction tasks.", "Artifical Intel-lignece, 5:pp.", "1-49, ", "S. F. Fahlman. A planning system for robot construction tasks. Artifical Intel-lignece, 5:pp. 1-49, 1974.", 'fahlman1974a'
"Fahlman, S. E.,", "1979.", "NETL: A system for representing and using real world knowledge,", "", "Cambridge: MIT Press. ", "Fahlman, S. E., 1979. NETL: A system for representing and using real world knowledge, Cambridge: MIT Press.", 'fahlman1979a'
"S. E. Fahlman.", "1979.", "NETL: A System for Representing and Using Real World Knowledge.", "", "MIT Press, Cambridge MA, ", "S. E. Fahlman. NETL: A System for Representing and Using Real World Knowledge. MIT Press, Cambridge MA, 1979.", 'fahlman1979a'
"Fahlman, S.", "(1979).", "NETL: A system for representing and using real world knowledge.", "", "MIT Press. ", "Fahlman, S. (1979). NETL: A system for representing and using real world knowledge. MIT Press.", 'fahlman1979a'
"Fahlman, S. E.", "(1979).", "NETL: A System for Representing and Using Real World Knowledge.", "", "MIT Press, Cambridge MA. ", "Fahlman, S. E. (1979). NETL: A System for Representing and Using Real World Knowledge. MIT Press, Cambridge MA.", 'fahlman1979a'
"Fahlman, S. E.", "(1979).", "NETL: A System for Representing and Using Real World Knowledge.", "", "MIT Press, Cambridge, MA. ", "Fahlman, S. E. (1979). NETL: A System for Representing and Using Real World Knowledge. MIT Press, Cambridge, MA.", 'fahlman1979a'
"Fahlman, S. E.", "(1979).", "NETL: A System for Representing and Using Real-World Knowledge.", "", "MIT Press. ", "Fahlman, S. E. (1979). NETL: A System for Representing and Using Real-World Knowledge. MIT Press.", 'fahlman1979a'
"Fahlman, S. E.", "(1979).", "NETL: A System for Representing and Using Real-World Knowledge.", "", "The MIT Press, Cambridge, MA. ", "Fahlman, S. E. (1979). NETL: A System for Representing and Using Real-World Knowledge. The MIT Press, Cambridge, MA.", 'fahlman1979a'
"Fahlman, S. E.,", "1979.", "NETL: A System for Representing and Using Real World Knowledge,", "", "Cambridge: MIT Press. ", "Fahlman, S. E., 1979. NETL: A System for Representing and Using Real World Knowledge, Cambridge: MIT Press.", 'fahlman1979a'
"Fahlman, S. E.,", "1979.", "NETL: A System for Representing and Using Real World Knowledge, Cam-bridge:", "", "MIT Press. ", "Fahlman, S. E., 1979. NETL: A System for Representing and Using Real World Knowledge, Cam-bridge: MIT Press.", 'fahlman1979a'
"Fahlman, S.E.", "(1979).", "NETL: A System for Representing and Using Real-World Knowledge.", "", "MIT Press, Cambridge, MA. ", "Fahlman, S.E. (1979). NETL: A System for Representing and Using Real-World Knowledge. MIT Press, Cambridge, MA.", 'fahlman1979a'
"Scott E. Fahlman.", "1979.", "NETL: A System for Representing and Using Real-World Knowledge.", "", "MIT Press, Cambridge, MA, ", "Scott E. Fahlman. NETL: A System for Representing and Using Real-World Knowledge. MIT Press, Cambridge, MA, 1979.", 'fahlman1979a'
"S. E. Fahlman.", "1979.", "NETL : a System for Representing and Using Real-World Knowledge.", "", "MIT Press, Cambridge, Mass., ", "S. E. Fahlman. NETL : a System for Representing and Using Real-World Knowledge. MIT Press, Cambridge, Mass., 1979.", 'fahlman1979a'
"S.E. Fahlman.", "", "NETL: A system for representing real-world knowledge,", "", "MIT Press. ", "S.E. Fahlman. NETL: A system for representing real-world knowledge, MIT Press.", 'fahlman1979a'
"Scott E. Fahlman.", "1979.", "A System for Representing and Using Real-World Knowledge.", "", "MIT Press, Cambridge, MA, ", "Scott E. Fahlman. A System for Representing and Using Real-World Knowledge. MIT Press, Cambridge, MA, 1979.", 'fahlman1979a'
"S. Fahlman,", "1979.", "NETL: A System for Representing and Using Real-World Knowledge.", "", "The MIT Press, Cambridge, Massachusetts, ", "S. Fahlman, NETL: A System for Representing and Using Real-World Knowledge. The MIT Press, Cambridge, Massachusetts, 1979.", 'fahlman1979a'
"Scott E. Fahlman.", "1979.", "NETL: A System for Representing Real World Knowledge.", "", "MIT Press, ", "Scott E. Fahlman. NETL: A System for Representing Real World Knowledge. MIT Press, 1979.", 'fahlman1979a'
"S. Fahlman.", "1979.", "NETL: A System for Representing and Using Real-World Knowledge.", "", "The MIT Press, Cambridge, Mas-sachusetts, ", "S. Fahlman. NETL: A System for Representing and Using Real-World Knowledge. The MIT Press, Cambridge, Mas-sachusetts, 1979.", 'fahlman1979a'
"Scott E Fahlman.", "1979.", "NETL, A System For Representing And Using Real-World Knowledge.", "", "The MIT Press, ", "Scott E Fahlman. NETL, A System For Representing And Using Real-World Knowledge. The MIT Press, 1979.", 'fahlman1979a'
